"DataMessageGUID","SensorID","Sensor Name","Date","Value","Formatted Value","Battery","Raw Data","Sensor State","GatewayID","Alert Sent","Signal Strength","Voltage"
"a65f5c64-8488-449c-b8b7-ddd215ff1f8e","814111","Vibration Meter 1","11/18/2022 10:00 AM","0.6","X-Axis 0.6 mm/s 12 Hz, Y-Axis 0.9 mm/s 13 Hz, Z-Axis 0.7 mm/s 11 Hz, Duty Cycle 100 %","100","0.6|0.9|0.7|12|13|11|100|2","2","964010","False","100","2.96"
"5f28613d-a411-4fd3-a9ca-86019d7d1a65","814111","Vibration Meter 1","11/18/2022 9:50 AM","0.6","X-Axis 0.6 mm/s 11 Hz, Y-Axis 1 mm/s 12 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.6|1|0.6|11|12|12|100|2","2","964010","False","100","2.97"
"52d1bbc4-2996-441b-ba8c-5b4ebe059b50","814111","Vibration Meter 1","11/18/2022 9:40 AM","0.5","X-Axis 0.5 mm/s 15 Hz, Y-Axis 0.8 mm/s 12 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|15|12|12|100|2","2","964010","False","100","2.96"
"90bda443-1094-4e68-a655-8b9d978ef496","814111","Vibration Meter 1","11/18/2022 9:30 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 13 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|12|13|12|100|2","2","964010","False","100","2.96"
"f7214bcd-96aa-4d5c-a871-6bc8539fcae0","814111","Vibration Meter 1","11/18/2022 9:20 AM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.8 mm/s 14 Hz, Z-Axis 0.7 mm/s 15 Hz, Duty Cycle 100 %","100","0.5|0.8|0.7|11|14|15|100|2","2","964010","False","100","2.96"
"b84a02b4-1103-4155-b292-aaf76bb6f1b5","814111","Vibration Meter 1","11/18/2022 9:10 AM","0.6","X-Axis 0.6 mm/s 13 Hz, Y-Axis 0.9 mm/s 13 Hz, Z-Axis 0.7 mm/s 13 Hz, Duty Cycle 100 %","100","0.6|0.9|0.7|13|13|13|100|2","2","964010","False","100","2.96"
"14d14491-3393-4b50-82ad-2de7af1985cc","814111","Vibration Meter 1","11/18/2022 9:00 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.9 mm/s 14 Hz, Z-Axis 0.6 mm/s 14 Hz, Duty Cycle 100 %","100","0.5|0.9|0.6|12|14|14|100|2","2","964010","False","100","2.96"
"04729d9b-6798-4e63-a138-6686975a12a4","814111","Vibration Meter 1","11/18/2022 8:50 AM","0.5","X-Axis 0.5 mm/s 10 Hz, Y-Axis 0.6 mm/s 12 Hz, Z-Axis 0.6 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.6|0.6|10|12|11|100|2","2","964010","False","100","2.96"
"14ebae68-f54c-40fd-b53d-883ea4116179","814111","Vibration Meter 1","11/18/2022 8:40 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.5 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|12|12|12|100|2","2","964010","False","100","2.96"
"45abc3c3-73bf-47c2-9eff-6ec34baddbce","814111","Vibration Meter 1","11/18/2022 8:30 AM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.6 mm/s 12 Hz, Z-Axis 0.5 mm/s 14 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|14|12|14|100|2","2","964010","False","100","2.96"
"8e27c23a-ecf6-4845-8997-693e40a59e8f","814111","Vibration Meter 1","11/18/2022 8:20 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.6 mm/s 14 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|13|14|11|100|2","2","964010","False","100","2.96"
"33306a32-801b-436b-90a5-37af9b183b5f","814111","Vibration Meter 1","11/18/2022 8:10 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.6 mm/s 14 Hz, Z-Axis 0.5 mm/s 15 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|12|14|15|100|2","2","964010","False","100","2.96"
"2c61edf6-ae56-4b0d-a2f1-284f20d0ae73","814111","Vibration Meter 1","11/18/2022 8:00 AM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.6 mm/s 14 Hz, Z-Axis 0.5 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|11|14|12|100|2","2","964010","False","100","2.96"
"7dc23de5-e004-441e-9b3d-85a99cc13475","814111","Vibration Meter 1","11/18/2022 7:50 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 13 Hz, Z-Axis 0.5 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|13|12|100|2","2","964010","False","100","2.96"
"8f1f9b9a-42a1-4f1e-9f74-34b8fa64a6bb","814111","Vibration Meter 1","11/18/2022 7:40 AM","0.5","X-Axis 0.5 mm/s 15 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|15|12|13|100|2","2","964010","False","100","2.96"
"87845d6c-58fa-4cc1-8b8c-a21bb1135a8e","814111","Vibration Meter 1","11/18/2022 7:40 AM","0.5","X-Axis 0.5 mm/s 15 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|15|12|13|100|2","2","964010","False","100","2.96"
"c3d0b4e4-930c-44e4-9d85-ab558851112f","814111","Vibration Meter 1","11/18/2022 7:30 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.6 mm/s 14 Hz, Z-Axis 0.5 mm/s 14 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|13|14|14|100|2","2","964010","False","100","2.96"
"d760f25e-00a5-487a-bffb-db903b466330","814111","Vibration Meter 1","11/18/2022 7:20 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.6 mm/s 11 Hz, Z-Axis 0.5 mm/s 10 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|13|11|10|100|2","2","964010","False","100","2.96"
"913630f4-3bed-4e92-9b47-cb45fa969bdc","814111","Vibration Meter 1","11/18/2022 7:10 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 13 Hz, Z-Axis 0.6 mm/s 15 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|13|13|15|100|2","2","964010","False","100","2.96"
"51a022a9-744f-4d34-8200-43cb8af43824","814111","Vibration Meter 1","11/18/2022 7:00 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.6 mm/s 12 Hz, Z-Axis 0.5 mm/s 17 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|13|12|17|100|2","2","964010","False","100","2.96"
"1ba1dc9a-6629-4d08-a8dd-0b38dcafa069","814111","Vibration Meter 1","11/18/2022 6:50 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|12|12|13|100|2","2","964010","False","100","2.96"
"7bbaa5e1-764d-4d47-9329-9abc46bb467e","814111","Vibration Meter 1","11/18/2022 6:50 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|12|12|13|100|2","2","964010","False","100","2.96"
"776a1203-8787-4e42-a224-c6e2b5e6bf08","814111","Vibration Meter 1","11/18/2022 6:50 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|12|12|13|100|2","2","964010","False","100","2.96"
"b9dc4ca2-0257-453f-8c3c-be078aad6e95","814111","Vibration Meter 1","11/18/2022 6:50 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|12|12|13|100|2","2","964010","False","100","2.96"
"d95955da-aa25-41f3-9609-b38aa8282e91","814111","Vibration Meter 1","11/18/2022 6:40 AM","0.5","X-Axis 0.5 mm/s 15 Hz, Y-Axis 0.6 mm/s 13 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|15|13|11|100|2","2","964010","False","100","2.96"
"7903d9bc-b7fc-401a-b6e0-718a379446e3","814111","Vibration Meter 1","11/18/2022 6:30 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|12|13|100|2","2","964010","False","100","2.96"
"e01407a6-ab65-4fc8-9c0d-852c05f803e4","814111","Vibration Meter 1","11/18/2022 6:20 AM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.7 mm/s 13 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|11|13|13|100|2","2","964010","False","100","2.96"
"82444441-e4ae-49c4-9415-e114dd41ec32","814111","Vibration Meter 1","11/18/2022 6:10 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.6 mm/s 11 Hz, Z-Axis 0.5 mm/s 14 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|12|11|14|100|2","2","964010","False","99","2.96"
"f4699a47-8701-4ca8-acfa-d554cfd3f18a","814111","Vibration Meter 1","11/18/2022 6:00 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 14 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|14|11|100|2","2","964010","False","100","2.96"
"2b8d273d-9d57-4cea-9aa5-52fd8f4218d9","814111","Vibration Meter 1","11/18/2022 6:00 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 14 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|14|11|100|2","2","964010","False","100","2.96"
"b2f1b3ca-e649-40e7-9a5c-d0e16cf2f5fa","814111","Vibration Meter 1","11/18/2022 5:50 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.6 mm/s 10 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|13|10|13|100|2","2","964010","False","100","2.96"
"7d7df708-dec4-41ca-b018-b1aec0f56dcc","814111","Vibration Meter 1","11/18/2022 5:40 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.6 mm/s 17 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|12|17|13|100|2","2","964010","False","100","2.96"
"5a48eee7-d500-4b1e-a731-6f6a6478626c","814111","Vibration Meter 1","11/18/2022 5:30 AM","0.5","X-Axis 0.5 mm/s 18 Hz, Y-Axis 0.6 mm/s 10 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|18|10|13|100|2","2","964010","False","100","2.96"
"04f02f7a-755d-4088-845b-33666541ac60","814111","Vibration Meter 1","11/18/2022 5:20 AM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.6 mm/s 13 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|12|13|11|100|2","2","964010","False","100","2.95"
"895f281c-97ec-4ea3-9689-331d460f6bdf","814111","Vibration Meter 1","11/18/2022 5:10 AM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.6 mm/s 10 Hz, Z-Axis 0.5 mm/s 10 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|13|10|10|100|2","2","964010","False","99","2.92"
"4b852779-b3e6-4727-8523-5dd3abdf17f6","814111","Vibration Meter 1","11/18/2022 5:00 AM","0.4","X-Axis 0.4 mm/s 14 Hz, Y-Axis 0.6 mm/s 8 Hz, Z-Axis 0.5 mm/s 7 Hz, Duty Cycle 100 %","100","0.4|0.6|0.5|14|8|7|100|2","2","964010","False","100","2.96"
"9ce2ddb8-7f33-47dc-9718-97c24b1f50d8","814111","Vibration Meter 1","11/17/2022 7:50 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.6 mm/s 11 Hz, Z-Axis 0.5 mm/s 14 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|12|11|14|100|2","2","964010","False","100","2.96"
"4cd07542-e59d-41b2-9361-df96c2470ddc","814111","Vibration Meter 1","11/17/2022 7:40 PM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.8 mm/s 13 Hz, Z-Axis 0.5 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.8|0.5|14|13|12|100|2","2","964010","False","100","2.96"
"be0c185b-3fab-44ae-bf5f-ce9d66d0c6a6","814111","Vibration Meter 1","11/17/2022 7:30 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|11|11|100|2","2","964010","False","100","2.96"
"d4d87c57-fc84-4eb7-9757-fe9e6ac9f343","814111","Vibration Meter 1","11/17/2022 7:30 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|11|11|100|2","2","964010","False","100","2.96"
"6c9d7aa4-2215-4d26-a71a-759f57f1bf96","814111","Vibration Meter 1","11/17/2022 7:20 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.8 mm/s 12 Hz, Z-Axis 0.5 mm/s 10 Hz, Duty Cycle 100 %","100","0.5|0.8|0.5|13|12|10|100|2","2","964010","False","100","2.96"
"a4c2a957-9ad9-4ecf-a1b5-8fb07c7aef15","814111","Vibration Meter 1","11/17/2022 7:10 PM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.6 mm/s 13 Hz, Z-Axis 0.5 mm/s 15 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|11|13|15|100|2","2","964010","False","100","2.96"
"27e4ff46-d634-4af3-9372-1e66c11ac261","814111","Vibration Meter 1","11/17/2022 7:10 PM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.6 mm/s 13 Hz, Z-Axis 0.5 mm/s 15 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|11|13|15|100|2","2","964010","False","100","2.96"
"40c38784-6c3f-4f37-a1ee-3f925a660458","814111","Vibration Meter 1","11/17/2022 7:00 PM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.6 mm/s 16 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.6|0.5|14|16|13|100|2","2","964010","False","100","2.96"
"7aab5de6-d9ec-4f24-a27d-475268951634","814111","Vibration Meter 1","11/17/2022 6:50 PM","0.5","X-Axis 0.5 mm/s 15 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|15|12|13|100|2","2","964010","False","100","2.96"
"6d2ac073-5d21-43cb-9a25-68c3045d1df9","814111","Vibration Meter 1","11/17/2022 6:40 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|12|12|11|100|2","2","964010","False","100","2.96"
"fb993cea-14bb-4297-a0f3-d1ff3f9d3167","814111","Vibration Meter 1","11/17/2022 6:40 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|12|12|11|100|2","2","964010","False","100","2.96"
"a7108ab6-f475-4891-9263-11f05d585869","814111","Vibration Meter 1","11/17/2022 6:30 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.5 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|11|12|100|2","2","964010","False","100","2.96"
"c67785c8-898f-46a7-962a-14f870d0ff53","814111","Vibration Meter 1","11/17/2022 6:20 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 16 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|16|13|100|2","2","964010","False","100","2.96"
"7fbc639d-1462-4c5e-b34d-82dc1e07a7bd","814111","Vibration Meter 1","11/17/2022 6:10 PM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 1 mm/s 12 Hz, Z-Axis 0.6 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|1|0.6|11|12|11|100|2","2","964010","False","100","2.96"
"a6275d43-5c76-4e5c-b444-c6e4dcff0b03","814111","Vibration Meter 1","11/17/2022 6:00 PM","0.6","X-Axis 0.6 mm/s 13 Hz, Y-Axis 1.4 mm/s 13 Hz, Z-Axis 0.8 mm/s 11 Hz, Duty Cycle 100 %","100","0.6|1.4|0.8|13|13|11|100|2","2","964010","False","100","2.96"
"a23302a7-b4ec-4e6a-a7d6-10379f320959","814111","Vibration Meter 1","11/17/2022 5:50 PM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.8 mm/s 11 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|11|11|12|100|2","2","964010","False","100","2.96"
"d5d8daf0-7b40-4472-b353-b7b542349ab2","814111","Vibration Meter 1","11/17/2022 5:40 PM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|14|11|11|100|2","2","964010","False","97","2.96"
"f8a3a89d-7834-4d8e-a01a-f7410ba39962","814111","Vibration Meter 1","11/17/2022 5:30 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|11|13|100|2","2","964010","False","100","2.96"
"82efc9e7-5840-45a0-9024-b7d212546768","814111","Vibration Meter 1","11/17/2022 5:20 PM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.5 mm/s 14 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|14|12|14|100|2","2","964010","False","100","2.97"
"ece9bc43-e9b1-4310-97b9-53a222432dc1","814111","Vibration Meter 1","11/17/2022 5:10 PM","0.6","X-Axis 0.6 mm/s 13 Hz, Y-Axis 1.1 mm/s 13 Hz, Z-Axis 0.7 mm/s 14 Hz, Duty Cycle 100 %","100","0.6|1.1|0.7|13|13|14|100|2","2","964010","False","100","2.96"
"abb0458e-0f45-417b-aed1-dfa9999e089a","814111","Vibration Meter 1","11/17/2022 5:00 PM","0.6","X-Axis 0.6 mm/s 11 Hz, Y-Axis 1.1 mm/s 13 Hz, Z-Axis 0.8 mm/s 14 Hz, Duty Cycle 100 %","100","0.6|1.1|0.8|11|13|14|100|2","2","964010","False","100","2.97"
"0373a2bb-e4f3-460f-8ce3-affebe45c125","814111","Vibration Meter 1","11/17/2022 4:50 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 14 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|12|14|11|100|2","2","964010","False","99","2.96"
"2c000c7c-4126-45dc-9dcc-9b480f763abf","814111","Vibration Meter 1","11/17/2022 4:40 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.5 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|12|11|13|100|2","2","964010","False","100","2.97"
"ed560935-a594-4b1c-be48-8d4cafe57167","814111","Vibration Meter 1","11/17/2022 4:30 PM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.8 mm/s 11 Hz, Z-Axis 0.6 mm/s 16 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|11|11|16|100|2","2","964010","False","99","2.96"
"a1398942-986f-4861-8418-9aab9b6a5be8","814111","Vibration Meter 1","11/17/2022 4:20 PM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.8 mm/s 13 Hz, Z-Axis 0.5 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.8|0.5|14|13|12|100|2","2","964010","False","100","2.97"
"11c14c20-ade7-4b3e-9718-5545fe61ce91","814111","Vibration Meter 1","11/17/2022 4:10 PM","0.6","X-Axis 0.6 mm/s 14 Hz, Y-Axis 1.2 mm/s 12 Hz, Z-Axis 0.7 mm/s 14 Hz, Duty Cycle 100 %","100","0.6|1.2|0.7|14|12|14|100|2","2","964010","False","100","2.96"
"a26c7595-bcc8-4da8-90ab-c156461fb6b6","814111","Vibration Meter 1","11/17/2022 4:00 PM","0.7","X-Axis 0.7 mm/s 12 Hz, Y-Axis 1.6 mm/s 12 Hz, Z-Axis 0.8 mm/s 12 Hz, Duty Cycle 100 %","100","0.7|1.6|0.8|12|12|12|100|2","2","964010","False","100","2.96"
"dd41d1e6-30a3-4652-ae97-21ad1c4d81a5","814111","Vibration Meter 1","11/17/2022 3:50 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.8 mm/s 11 Hz, Z-Axis 0.6 mm/s 15 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|13|11|15|100|2","2","964010","False","98","2.96"
"ee76bedb-70b5-488f-830f-6bcef9bbbf46","814111","Vibration Meter 1","11/17/2022 3:40 PM","0.5","X-Axis 0.5 mm/s 10 Hz, Y-Axis 0.8 mm/s 15 Hz, Z-Axis 0.6 mm/s 17 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|10|15|17|100|2","2","964010","False","96","2.97"
"991e192a-f4ce-49cc-a4ed-387cb3ddcc9e","814111","Vibration Meter 1","11/17/2022 3:30 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.9 mm/s 13 Hz, Z-Axis 0.7 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.9|0.7|13|13|12|100|2","2","964010","False","100","2.96"
"8813e223-e7de-4d86-a1c8-f9601a6df2d4","814111","Vibration Meter 1","11/17/2022 3:20 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|12|12|12|100|2","2","964010","False","97","2.97"
"b48774f3-1758-4151-bf54-89a8e84896a2","814111","Vibration Meter 1","11/17/2022 3:10 PM","0.7","X-Axis 0.7 mm/s 18 Hz, Y-Axis 1.1 mm/s 13 Hz, Z-Axis 0.8 mm/s 14 Hz, Duty Cycle 100 %","100","0.7|1.1|0.8|18|13|14|100|2","2","964010","False","100","2.96"
"db98beed-286a-46c9-8ca2-ad594ed89017","814111","Vibration Meter 1","11/17/2022 3:00 PM","0.7","X-Axis 0.7 mm/s 14 Hz, Y-Axis 1.3 mm/s 13 Hz, Z-Axis 0.8 mm/s 14 Hz, Duty Cycle 100 %","100","0.7|1.3|0.8|14|13|14|100|2","2","964010","False","100","2.97"
"7e4c580f-1c09-4497-b198-1ede9d64591f","814111","Vibration Meter 1","11/17/2022 2:50 PM","0.5","X-Axis 0.5 mm/s 12 Hz, Y-Axis 0.7 mm/s 13 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|12|13|11|100|2","2","964010","False","100","2.96"
"cbb7d00b-620c-4ce5-a88a-3ea312f32248","814111","Vibration Meter 1","11/17/2022 2:40 PM","0.5","X-Axis 0.5 mm/s 11 Hz, Y-Axis 0.7 mm/s 11 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|11|11|11|100|2","2","964010","False","95","2.97"
"3ac458b4-6ec0-4ca9-be3d-ca4450d05521","814111","Vibration Meter 1","11/17/2022 2:30 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.5 mm/s 11 Hz, Duty Cycle 100 %","100","0.5|0.7|0.5|13|12|11|100|2","2","964010","False","98","2.96"
"a6dceddf-0a1d-4b7b-af00-2d5249f93a45","814111","Vibration Meter 1","11/17/2022 2:20 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.7 mm/s 12 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.7|0.6|13|12|13|100|2","2","964010","False","99","2.97"
"f4b732b0-a058-4a53-960b-186dc8b7d902","814111","Vibration Meter 1","11/17/2022 2:10 PM","0.7","X-Axis 0.7 mm/s 15 Hz, Y-Axis 1.4 mm/s 14 Hz, Z-Axis 0.9 mm/s 14 Hz, Duty Cycle 100 %","100","0.7|1.4|0.9|15|14|14|100|2","2","964010","False","94","2.96"
"dabad75b-0d56-459c-bdd2-385be6ec75c3","814111","Vibration Meter 1","11/17/2022 2:00 PM","0.6","X-Axis 0.6 mm/s 12 Hz, Y-Axis 1.3 mm/s 12 Hz, Z-Axis 0.7 mm/s 11 Hz, Duty Cycle 100 %","100","0.6|1.3|0.7|12|12|11|100|2","2","964010","False","100","2.96"
"a2268756-a9ae-401b-bcb5-15b7f00f4dbc","814111","Vibration Meter 1","11/17/2022 1:50 PM","0.5","X-Axis 0.5 mm/s 10 Hz, Y-Axis 0.8 mm/s 11 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|10|11|12|100|2","2","964010","False","94","2.96"
"da7626c9-9d6f-40bc-ba3a-1e74813030bd","814111","Vibration Meter 1","11/17/2022 1:40 PM","0.5","X-Axis 0.5 mm/s 13 Hz, Y-Axis 0.8 mm/s 12 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.8|0.6|13|12|12|100|2","2","964010","False","96","2.97"
"c7b2ab36-958f-42ea-9d65-30c065f0686b","814111","Vibration Meter 1","11/17/2022 1:30 PM","0.5","X-Axis 0.5 mm/s 14 Hz, Y-Axis 0.9 mm/s 12 Hz, Z-Axis 0.6 mm/s 13 Hz, Duty Cycle 100 %","100","0.5|0.9|0.6|14|12|13|100|2","2","964010","False","96","2.96"
"f5629d90-3212-46dd-a258-64a1b955a46c","814111","Vibration Meter 1","11/17/2022 1:20 PM","0.5","X-Axis 0.5 mm/s 16 Hz, Y-Axis 0.9 mm/s 13 Hz, Z-Axis 0.6 mm/s 12 Hz, Duty Cycle 100 %","100","0.5|0.9|0.6|16|13|12|100|2","2","964010","False","98","2.96"
